기간,HS코드,품목명,수출 중량,수출 금액,수입 중량,수입 금액,무역수지
"총계","","",28987539.3,25205403,18559951.2,14653350,10552053
"2020","720839","두께가 3밀리미터 미만인 것",2743650.3,1256462,1539400.4,745608,510854
"2020","721049","기타",2699875.7,1956881,684114.9,426577,1530304
"2020","721420","압연공정에서 발생하는 톱니 모양의 마디ㆍ리브(rib)ㆍ홈이나 그 밖의 모양으로 된 것, 압연 후 꼬임가공된 것",66490.3,34458,462001.5,215717,-181260
"2020","721633","에이치(H)형강",889052.5,457077,420790.6,224787,232290
"2020","721933","두께가 1밀리미터를 초과 3밀리미터 미만인 것",161439.4,292588,226500.9,394296,-101708
"2020","722511","방향성(方向性)인 것",164199.8,249019,18070.4,27630,221389
"2021","720839","두께가 3밀리미터 미만인 것",1455646.5,1294579,1542754.9,1329231,-34652
"2021","721049","기타",2799647.4,2692953,1065304.4,1021466,1671487
"2021","721420","압연공정에서 발생하는 톱니 모양의 마디ㆍ리브(rib)ㆍ홈이나 그 밖의 모양으로 된 것, 압연 후 꼬임가공된 것",35589.2,28551,926043.9,716192,-687641
"2021","721633","에이치(H)형강",743390.4,620326,415931.3,320067,300259
"2021","721933","두께가 1밀리미터를 초과 3밀리미터 미만인 것",174975.9,377442,169240.4,349993,27448
"2021","722511","방향성(方向性)인 것",135062.2,262924,25401.3,45775,217148
"2022","720839","두께가 3밀리미터 미만인 것",1372056.6,1093073,1546913.5,1197809,-104736
"2022","721049","기타",2892656.2,3099614,753121.4,708035,2391579
"2022","721420","압연공정에서 발생하는 톱니 모양의 마디ㆍ리브(rib)ㆍ홈이나 그 밖의 모양으로 된 것, 압연 후 꼬임가공된 것",32398.6,30751,624905.0,453483,-422732
"2022","721633","에이치(H)형강",691025.9,725302,442687.3,384238,341064
"2022","721933","두께가 1밀리미터를 초과 3밀리미터 미만인 것",114668.4,294897,138738.3,392700,-97803
"2022","722511","방향성(方向性)인 것",54462.7,206265,45508.6,129270,76995
"2023","720839","두께가 3밀리미터 미만인 것",1780993.3,1143740,1828386.2,1117222,26519
"2023","721049","기타",3153391.1,3041204,980438.1,760001,2281203
"2023","721420","압연공정에서 발생하는 톱니 모양의 마디ㆍ리브(rib)ㆍ홈이나 그 밖의 모양으로 된 것, 압연 후 꼬임가공된 것",21310.6,17008,498411.5,304223,-287215
"2023","721633","에이치(H)형강",595050.1,497076,426837.8,316450,180627
"2023","721933","두께가 1밀리미터를 초과 3밀리미터 미만인 것",149944.7,308414,184812.9,437160,-128746
"2023","722511","방향성(方向性)인 것",59110.7,197497,26195.0,72108,125389
"2024","720839","두께가 3밀리미터 미만인 것",1631373.9,967912,1622431.7,909678,58234
"2024","721049","기타",3276103.1,2919477,1111257.2,803249,2116228
"2024","721420","압연공정에서 발생하는 톱니 모양의 마디ㆍ리브(rib)ㆍ홈이나 그 밖의 모양으로 된 것, 압연 후 꼬임가공된 것",39269.3,26372,241501.3,132136,-105764
"2024","721633","에이치(H)형강",794561.3,575773,365290.6,253104,322669
"2024","721933","두께가 1밀리미터를 초과 3밀리미터 미만인 것",172953.8,341528,191142.5,399233,-57705
"2024","722511","방향성(方向性)인 것",87189.4,196241,35817.6,65912,130329
